review,rating
"The bag is very good.Cloth very good.
If you have more stuff to keep then u buying
Very comfortable in travelling .",4.0 out of 5 stars
Good Bag For School And Normally users,5.0 out of 5 stars
The product is good but it is useful as a luggage bag not a school bag .. That's not Amazon's discredit .. Over all this is a nice product in ₹721/- only ..,4.0 out of 5 stars
Nice quality and superb back,5.0 out of 5 stars
"Light weight,
Suitable for College students as well as casual travelling.",5.0 out of 5 stars
I bought at a very good price from amazon,5.0 out of 5 stars
Awesome,5.0 out of 5 stars
Nice,5.0 out of 5 stars
"Durable bag , can carry weight upto 16 kg
Spacious and comfortable.",4.0 out of 5 stars
Fine and quick deliverd,5.0 out of 5 stars
Like this product.,4.0 out of 5 stars
"Looking good as I expected ,no damage ... I m not used yet.... I got it for 800",4.0 out of 5 stars
"Adequate stuff by tourister and Amazon perfect stuff
I m employee and used at least 3 months dashing stuff",4.0 out of 5 stars
"It's very light, comfortable and water proof",5.0 out of 5 stars
"1) Quality was not upto the mark.
2) It is for lite usage but I actually bought for college purpose.
3) Look and feel is like lower quality plastic bag.

It won't be upto an American tourister brand expectations.",2.0 out of 5 stars
Look wise nice but you can another brand with this price range you got better,1.0 out of 5 stars
"Light weight. Good for everyday use. Not water resistant material. Although items inside the bag do not get wet, the outer material gets wet and needs to be dried overnight if used in rainy season. Got the delivery, the next day itself. Happy for that.",5.0 out of 5 stars
Amazon is best to sold bags. I like that it was good quality,5.0 out of 5 stars
As always American Tourister proved to be nice enough. I was using an American Tourister for last 3-4 years and here again it is a nice product. If not used to carry tins of luggage or rubbed and thrown on rough surfaces vigorously then it will last many days I believe.,5.0 out of 5 stars
The design is a sort of sticker which started coming off very soon,3.0 out of 5 stars
Best go for it.,5.0 out of 5 stars
Quality is not good.,1.0 out of 5 stars
Grey print started peeling off after 2 weeks of usage..Not recommended for school/college use,2.0 out of 5 stars
400 se jayada ka nhi h 1000 jayada le rhe h aur original bhi nhi h,1.0 out of 5 stars
I like it,5.0 out of 5 stars
The bag is very lightweight and has a good volume for students who want to travel between hostel and home with minimal amount of luggage. Ideal for use as a college bag too :).,4.0 out of 5 stars
"Didn't expect this from AT.
Poor product quantity, yes it's light weight but the build material is not good. This product doesn't lon g last if you use it daily.",3.0 out of 5 stars
"It's a good quality bag for multi-purpose uses, for daily uses and for travel purpose, I am very much satisfied with this product😊",5.0 out of 5 stars
Good product,4.0 out of 5 stars
"Material is good , colour is descent ,light weigt",5.0 out of 5 stars
Good,4.0 out of 5 stars
It is a great bag,5.0 out of 5 stars
Good,4.0 out of 5 stars
"Casual use, Nice look and very light weight.",5.0 out of 5 stars
Did not get a chance to check if it's water resistant or not. But seems product quality is good.,3.0 out of 5 stars
"Fabric looks good.
But it is bad quality product.",3.0 out of 5 stars
Good product...Light weight quality is good ...Space is too good and sporty looking,4.0 out of 5 stars
Company should improve the quality. It feels so cheap . In the segment the less priced bags were also better than this bag,2.0 out of 5 stars
Average,4.0 out of 5 stars
I feel nervous....when I buy this bag....bcoz online shopping is worst in quality....but now am happy for buy this bag.,4.0 out of 5 stars
This bag has enough space to carry such things. Overall Excellent.,5.0 out of 5 stars
"The thing is good according to the price , but if laptop slot is present that's will better",4.0 out of 5 stars
Good product,4.0 out of 5 stars
Total all is good loved the bag,5.0 out of 5 stars
Its a average quality bag apart from the brand name nothing is good about it,2.0 out of 5 stars
"Awesome product
Thank u so much..",5.0 out of 5 stars
"Today you Deliver to us.
After using i can give review how is it.
But everything looks so good.
Hope it will last longer than any other.",4.0 out of 5 stars
Good,4.0 out of 5 stars
Different colours product delivered and bad quality of fabric,1.0 out of 5 stars
"Stitching quality was very bad, didn't rough used but the threads are already coming out.",2.0 out of 5 stars
Duplicate product,1.0 out of 5 stars
"Average quality product, i am astonished to know that big brands are also producing this kind of quality...",2.0 out of 5 stars
Not to good,4.0 out of 5 stars
It is amazing and i received the product at right time and the quality is amazing.,4.0 out of 5 stars
Very super...quick delivery,5.0 out of 5 stars
Poor quality,1.0 out of 5 stars
It's not a water resistant. Light weight bag. Material is fully polyester.Made in China. Bought for 849.ok for this price. It's not having laptop pouch.,3.0 out of 5 stars
Super bag,5.0 out of 5 stars
AFTER 2 MONTHS USAGE SPOILED,1.0 out of 5 stars
My old backpack wildcraft is not good but American toriuster super bag....,5.0 out of 5 stars
its good but the material is not as expected,4.0 out of 5 stars
Nice bag on Average for daily uses,4.0 out of 5 stars
"बैग की क्वालिटी उतनी अच्छी नहीं है
शायद यह फर्स्ट कॉपी है अमेरिकन टूरिस्टर की",2.0 out of 5 stars
Nice product,4.0 out of 5 stars
"nice product
worth for money",5.0 out of 5 stars
"Good quality, delivery agent was very friendly,got it for 600 rupees.",5.0 out of 5 stars
V good guys,5.0 out of 5 stars
Good quality,5.0 out of 5 stars
no partition for laptop,5.0 out of 5 stars
Quality is so cheap even road side bags are better than this one.,1.0 out of 5 stars
All over it is good but the colour of the bag is little light . must buy,4.0 out of 5 stars
Rain bag Cover not received,1.0 out of 5 stars
it's like nice quality and branded,5.0 out of 5 stars
"The stiches of the bag is started coming out in 6 months. Feel the cloth is of poor quality.
how to return the bag for availing the warranty, can anyone please advise

Returning the materials after the Amazon window closes is an Herculean task, the bag has become a burden for me now",1.0 out of 5 stars
Very good👍,5.0 out of 5 stars
its superb,4.0 out of 5 stars
Liked the bag very much .Quality too is good,5.0 out of 5 stars
Very delicate material damaged within 2 days of use.,1.0 out of 5 stars
Nice quality & good for use,5.0 out of 5 stars
"Amazing product
Thank you American tourister",5.0 out of 5 stars
On the bag specifications it's written a rain cover will be provided. But that doesn't seem to be there?,2.0 out of 5 stars
Bhed khubsurt,5.0 out of 5 stars
Water penetrate in heavy rain,5.0 out of 5 stars
I have been using it from last one year and trust me guys it’s amazing.,5.0 out of 5 stars
Top quality bag for short distance traveling and office use.,5.0 out of 5 stars
Best for kids,5.0 out of 5 stars
A nice cool backpack,5.0 out of 5 stars
"The bag is very.built good. Quality is also very good. But gotto be maintained properly. Later on the grey pattern you get some light marks,if the bag is folded or something. Overall it's dam good. Good for college boys. Good for rough use And stuff. You can buy it after all it's American Tourister",4.0 out of 5 stars
Quality ok,5.0 out of 5 stars
Good bag.It becomes a big filled when you keep the books or other things in the first two chains but if you keep every book on the last chain it looks slim enough.It feels a bit bulky too. But overall it's good!,5.0 out of 5 stars
Nice bag,5.0 out of 5 stars
Nice product,4.0 out of 5 stars
"Its a freaking Normal backpack (nothing special) with decent space enough for 2-3days outdoor outing. The bag isi it waterproof at all, i tested itmy self and the water passed through the material inside the compartment. This annoyed me the most as it doesn't comes with a rain cover. The material used is not that much exceptionally good also. Feels delicate.upon touch. Not sure of its endurance limit also
I loved this brand but this bag with that much amount doesn't deserve to be invested with.",3.0 out of 5 stars
I like this bag,5.0 out of 5 stars
Good very nice,5.0 out of 5 stars
Good product,5.0 out of 5 stars
Best ever till now,5.0 out of 5 stars
Seems like a cheap product. Feel is not like American Tourister. Price is less but still brand value is not there.,4.0 out of 5 stars
Like,5.0 out of 5 stars
Ok,3.0 out of 5 stars
Good one go head,4.0 out of 5 stars
Nice lightweight bag with enough compartments for use.,5.0 out of 5 stars
Light weight & stylish,5.0 out of 5 stars
 Color of strap should be black,5.0 out of 5 stars
Worth for money. Very nice. But size is big for using as back bag in flight journey. So returned,5.0 out of 5 stars
Product is very good. but I am not received any bill please send me the bill,5.0 out of 5 stars
Need to improve the quality of product,3.0 out of 5 stars
Good,5.0 out of 5 stars
 Kya bataun mbbs student hu class travel dono ke liye mast chalega,5.0 out of 5 stars
"The bag is having issues like outer portion of the bag is getting broken,and water is getting inside,it's a very bad experience.",1.0 out of 5 stars
Nice one,5.0 out of 5 stars
Could have more capacity,5.0 out of 5 stars
I am using for office work and casuals also,5.0 out of 5 stars
"Quality is very poor, look like cheap, don't even think to buy",1.0 out of 5 stars
This is not water proof so take care of water,4.0 out of 5 stars
Liked,5.0 out of 5 stars
Super duper cool,5.0 out of 5 stars
Product is good with classy looks...Have enough space for 3 days travel..Fabric should have been even better ...,5.0 out of 5 stars
Good,5.0 out of 5 stars
School ke liye,5.0 out of 5 stars
Nice,4.0 out of 5 stars
Poor quality,1.0 out of 5 stars
As same as shown in the picture.,4.0 out of 5 stars
Best travel bag with easy handling and light wait. Its worth to buy American tourister...,4.0 out of 5 stars
It is good for lighter uses . But not so comfortable for heavy uses.,4.0 out of 5 stars
Thank you seller for send good product.,5.0 out of 5 stars
Quality is good ! Must buy 💯🥳,5.0 out of 5 stars
Traveling,5.0 out of 5 stars
It was good,5.0 out of 5 stars
Good quality all round,5.0 out of 5 stars
Good quality 👌👌👌,5.0 out of 5 stars
Nice,3.0 out of 5 stars
Nice product 👍,5.0 out of 5 stars
"Good Quality ,orignal product ,",4.0 out of 5 stars
It wastage of money. No space for laptop. I request for returned but no response from Amazon side.,1.0 out of 5 stars
Good looking bag,5.0 out of 5 stars
Value for money please keep such proflducts for sell,4.0 out of 5 stars
very nice bad... never thought of getting a branded bag at this price... really cool deal i met with! and its really lightweight.. doesnt feels cheap and has good carry space in it! a very good deal i will say!,5.0 out of 5 stars
Worth for money,5.0 out of 5 stars
"The bag I excellent, but my god! It too almost 10 days for it to arrive...so disappointed in you amazon.",2.0 out of 5 stars
"I have never used AT bags, so wasn't aware of their style. I have always used skybags, they never fall short of excellent product. The material is thin, although there's lot of space in the bag. I am actually not happy with the quality of the product. May be they have designed it keeping in mind the space provided inside the bag. Overall it's a good product from AT.",3.0 out of 5 stars
Very nice,5.0 out of 5 stars
Super bag...thank u Amazon,5.0 out of 5 stars
Nam hi kafi hai,5.0 out of 5 stars
"I ordered this bag but a very bad experience, quality of this product is very bad",2.0 out of 5 stars
Highly recommend👍👍👍,5.0 out of 5 stars
1 ya 2 day tours,5.0 out of 5 stars
"We received bag today but it is regretted to inform you that bag is without rain cover, however, it was avialable with this bag. So kindly send rain cover of the same",1.0 out of 5 stars
all good,5.0 out of 5 stars
It's good,4.0 out of 5 stars
Its not upto the mark ... its looking like a normal product having brand logo on it .. it doesn't worth 800 rupee,3.0 out of 5 stars
Quality,4.0 out of 5 stars
"Bought it for Rs.749/- worth for money.....
Nice bag...",4.0 out of 5 stars
Quality is very good,5.0 out of 5 stars
Colour is good but qwality is not like a american tourister brand,2.0 out of 5 stars
"I thought the quality would be great, but it isn't, no value for money",2.0 out of 5 stars
The overall look is good but it is not recommended if you are in seach of something tough and strong. You have to stuff your things in with sufficient neatness for the bag to be in shape as the cloth is comparatively quiet thin.,4.0 out of 5 stars
"Product dilivery on time , but product cloth quality is not as mentioned in feature .",4.0 out of 5 stars
Good for ofc gng purpose alap,5.0 out of 5 stars
Good product,5.0 out of 5 stars
Nice bag as per my daughter's experience. Lots of space & definitely value for money!!,4.0 out of 5 stars
Nice product,5.0 out of 5 stars
Light weight for travelling and spacious,4.0 out of 5 stars
Good,5.0 out of 5 stars
Good,4.0 out of 5 stars
Good bag but design and build quality is not really attractive,3.0 out of 5 stars
"Light weight,looks superb ,very comfortable",4.0 out of 5 stars
"It's a good bag , colors are very subtle and nice. It's a very good value for money , zipz , pockets , material everything is spot on.

My son is going to use it as a school bag , he loved it and is excited to start his new session with this bag",5.0 out of 5 stars
"Good durable bag, but it's cost is somehow high",4.0 out of 5 stars
"Very good at this price..
Brilliant product
Original brand",4.0 out of 5 stars
I got it for 550 rs and it is just awesome 😅😍 loved it so much. Actually a trusted brand always gives trusted product,4.0 out of 5 stars
Value for money.,5.0 out of 5 stars
I like this,5.0 out of 5 stars
Just love olit,5.0 out of 5 stars
The quality is really bad. Looks and feels cheap. There are other bags in the same price range which are much better than this.,2.0 out of 5 stars
THE PERSON WHO RECEIVED THIS BAG (GIFT) NOT SATISFIED WITH QUALITY OF BAG AS COMPARED TO PRICE.HE TOLD ME THAT IN SUCH AMOUNT MORE GOOF BAG WILL AVAILABLE .,3.0 out of 5 stars
"Looking good, fit as per cost",4.0 out of 5 stars
Very nice product,5.0 out of 5 stars
Not good,1.0 out of 5 stars
Awesome bag,4.0 out of 5 stars
Awsome quality,5.0 out of 5 stars
Good and great design products.,5.0 out of 5 stars
It's really good... Light weight and I hope it's durable... The material is really good 👍,4.0 out of 5 stars
Bag is good. Only thing is it's not firm and gets bend easily,4.0 out of 5 stars
Good quality I'm very happy because shoping only 699₹,4.0 out of 5 stars
"I quite liked d product completely satisfied with this bag
Ps- i chose this ahead of nike n adidas dt good ds product was",4.0 out of 5 stars
Actually for my son i bought but it's cloth quality is not good,1.0 out of 5 stars
It is cost little higher,2.0 out of 5 stars
"Looking original American Tourister Backpack.
Size good
Shape good
Water-resistant yes
Not water proof
Three compartments",4.0 out of 5 stars
Very best bag,5.0 out of 5 stars
Ye orginal product nhi hai... American tourist itna poor quality ka bag nhi banata,2.0 out of 5 stars
Nice product light weight and makes traveling comfortable,4.0 out of 5 stars
All Good,5.0 out of 5 stars
Very good quality,5.0 out of 5 stars
"Waste of money, not a good quality also lookwise is bad. I will give -1",1.0 out of 5 stars
"Awesome bag. Best for you if you are a student. Not good for traveling and stuff, but worth buying. Good for students above 13 years old",5.0 out of 5 stars
Very good product,5.0 out of 5 stars
Quality,5.0 out of 5 stars
Lightweight good looking,4.0 out of 5 stars
Money value producr,5.0 out of 5 stars
Tearing,5.0 out of 5 stars
Super space... Awesome quality.... Just awesome product,5.0 out of 5 stars
not satisfy with quality.,4.0 out of 5 stars
Good,4.0 out of 5 stars
Good Product,4.0 out of 5 stars
Nice product at lowest price,5.0 out of 5 stars
It is so cool it is low weight and nice,4.0 out of 5 stars
Quality of product traveling is good,4.0 out of 5 stars
Nice product,5.0 out of 5 stars
Value for money,5.0 out of 5 stars
best quality product and worth of money,5.0 out of 5 stars
Like,4.0 out of 5 stars
Gg,1.0 out of 5 stars
Very good product,5.0 out of 5 stars
It's good for travelling,5.0 out of 5 stars
Good,5.0 out of 5 stars
"If it has rain cover ,it would be the best and it's weight is light",3.0 out of 5 stars
This Bag Stuff Is Not Good But Bag Is Good Not bad,4.0 out of 5 stars
Pockets for keeping bottle are not that much good beacuse it got torn. Overall the bag is good. Worth the money,4.0 out of 5 stars
nce bag with light weight,5.0 out of 5 stars
good,5.0 out of 5 stars
Fabulous,5.0 out of 5 stars
Very nice quality,5.0 out of 5 stars
Good,4.0 out of 5 stars
For travelling.,4.0 out of 5 stars
Nice product,4.0 out of 5 stars
It's a good product for this price and also journey it's comfortable bag,4.0 out of 5 stars
Not good quality fabric.but is good as American tourister make this type of bags only,4.0 out of 5 stars
"Very nice bag , material and all things all good
I years warranty with crad",4.0 out of 5 stars
Like,5.0 out of 5 stars
The prints are low quality and it came out after 2-3 days,1.0 out of 5 stars
This product is very good 💝 but I bought one bag of genie company also so I prefer that genie's bag quality is perfect than american tourist,4.0 out of 5 stars
Nice bag and large capacity bag,5.0 out of 5 stars
"Its not up to expectation, but this is not ur fault, it is fault of being online that u cannot touch the material..it is made of",4.0 out of 5 stars
It’s good but doesn’t have rain protection plate or ground level maintainer ... so good for school bags and short journeys,4.0 out of 5 stars
Best,5.0 out of 5 stars
Good,5.0 out of 5 stars
Overall good product.,4.0 out of 5 stars
Worth for money... Real quality bag...,5.0 out of 5 stars
Nice,5.0 out of 5 stars
Excellent,5.0 out of 5 stars
Very poor quality,1.0 out of 5 stars
Not as spacious as one would expect or wish.,3.0 out of 5 stars
It is ok product.,4.0 out of 5 stars
After 2 months use totally damaged,1.0 out of 5 stars
"Product is good but as it not good in comparison to online picture shown..
But practically it is different feeling product...",3.0 out of 5 stars
Best product,5.0 out of 5 stars
It's really worth to buy,4.0 out of 5 stars
good,5.0 out of 5 stars
Best product thanks to Amazon,5.0 out of 5 stars
Good,5.0 out of 5 stars
Light weight,3.0 out of 5 stars
"Would be better if it has adjustable clips in side,water bottle holder is too large and bottle jumping out while driving. Otherwise everything is good.",4.0 out of 5 stars
Trave,5.0 out of 5 stars
Wonderfully product...every thing is exactly as mentioned in description.Thank you Amazon,5.0 out of 5 stars
Nice product,5.0 out of 5 stars
That's amazing product it's really nice,5.0 out of 5 stars
Light weight,4.0 out of 5 stars
As shown as it is,5.0 out of 5 stars
Its wastage of money,1.0 out of 5 stars
"I accept better from American tourister..
But overall good product",4.0 out of 5 stars
Average product,3.0 out of 5 stars
"Good water resistant product. Because of light weight, durability is not sure. But overall a good looking, water resistant product. Size is smaller. No separate hard compartment for laptops, although 2 big compartments are there.",4.0 out of 5 stars
Go for it. Good product.,5.0 out of 5 stars
"Like: spacious, 5 compartments
Didlike: nothing",5.0 out of 5 stars
Excellent,5.0 out of 5 stars
Good product,5.0 out of 5 stars
Good product,4.0 out of 5 stars
Good,4.0 out of 5 stars
Like,5.0 out of 5 stars
Very nice bag 🎒,5.0 out of 5 stars
😍,3.0 out of 5 stars
"Light weight,easy to handling",4.0 out of 5 stars
A complete package in all.,5.0 out of 5 stars
Best quality,4.0 out of 5 stars
For small trips,4.0 out of 5 stars
Super,5.0 out of 5 stars
Good,4.0 out of 5 stars
Its very useful and super comfy to carry around especially for college students,5.0 out of 5 stars
"Before buying this bag i saw some of the reviews,, they are too bad, but i have confidence about AMERICAN TOURISTER.. NOW i am using this bag since 2months there is no wear and tear,, cloth also in good quality, no fear of leather finish on front of the bag...",5.0 out of 5 stars
"Product is OK. There is no Rich look. I bought it for discount. So, Iam OK with. Of you bought it for more than 1000rs. It is not worthy for it.",3.0 out of 5 stars
😍😍😍,5.0 out of 5 stars
"Pretty good quality backpack.
The colour is awsome.",4.0 out of 5 stars
Very Good.,4.0 out of 5 stars
No issues with product,4.0 out of 5 stars
"Delivery time is more than 7 for prime membership also. Useless prime membership for delivery

Product also average",2.0 out of 5 stars
"This American Tourister College bag is made of Nylon Materials, and the weight is very light, with big and ample storage, if you are carrying less weight, like Lunch Box, Dairy, pens and other lighter materials then it suits you.",3.0 out of 5 stars
It's nice... All books can come.... 2 big pockets.... And I liked front pocket.... Look is very nice. Recommend,4.0 out of 5 stars
"Amazingly Light...good quality
fab look..Spacious
Satisfied.",4.0 out of 5 stars
Very good,5.0 out of 5 stars
 Very good quilty bag best price I buyed for 2300,5.0 out of 5 stars
Good but no more space,4.0 out of 5 stars
"Bag is great looking...
But laptop pouch is not provided....
That was a little bit problem...
And also about bottle holder.. little bit lover grade...
Other than that it is a awesome product...
A funny thing is the bag brand is American tourister... But made in China....",4.0 out of 5 stars
Quality may be improved.,5.0 out of 5 stars
nic light weight bag,4.0 out of 5 stars
Durability not this product and not water resistance,3.0 out of 5 stars
Amazon nyc,5.0 out of 5 stars
It's cool,4.0 out of 5 stars
Good quality,5.0 out of 5 stars
Very light weighted,5.0 out of 5 stars
Nice bag. Useful,4.0 out of 5 stars
The bag is of good quality material and can carry many things without looking bulky. The only thing I disliked was the front compartment. I expected it to be of full length however it is limited upto the small chain at the bottom.,4.0 out of 5 stars
Good,5.0 out of 5 stars
"I received this product as i expected. It is a very good , stylish n worth buying it.",5.0 out of 5 stars
Good,5.0 out of 5 stars
Poor quality,1.0 out of 5 stars
Good,4.0 out of 5 stars
Mast hai,5.0 out of 5 stars
"Good quality n light weight
I m full satisfy for amazon shooping",4.0 out of 5 stars
Material is not that good,4.0 out of 5 stars
Duplicate chaina bag,1.0 out of 5 stars
This product is Awesome,4.0 out of 5 stars
Very nice n original AT backpack. Thanks to amazon for fatser delivery,5.0 out of 5 stars
Good quality,5.0 out of 5 stars
Yes,5.0 out of 5 stars
It's good for college students,4.0 out of 5 stars
Great,4.0 out of 5 stars
It's very good product. There was so much pace for travelling,4.0 out of 5 stars
bag having good space,4.0 out of 5 stars
Comfortable for travelling and best storage.. Better than all travelling bags,4.0 out of 5 stars
"Product is light weight and useful for travelling
But product quality is not good",3.0 out of 5 stars
Good product,5.0 out of 5 stars
"I got this product in great Indian sale 2020.
Nice product.
Light weight.
Water resistant but not water proof.
Use only for travels and tours.
I bought it to use as a school bag but not that much quality to withstand it.
Quality is very much lower than expected.
Thought to return but decided to use it as travel bag.
Good packaging.",2.0 out of 5 stars
Super bag,5.0 out of 5 stars
"Bag quality is good and it is light weight, good for travelling",3.0 out of 5 stars
Its not an amercan tourister.It is fake.Dont buy this bag.,2.0 out of 5 stars
"It is light weight , super",5.0 out of 5 stars
Nice bag casual,4.0 out of 5 stars
It is a good product but I would suggest everyone to change the colour as it is white it gets dirty easily and is very hard to wash it off not bad👍,3.0 out of 5 stars
I ordered red got Orange Red and it is too much big,2.0 out of 5 stars
Its good for traveling fat straps are soft to caarry the baag and the chain quality and stitching are so good or design print also good quality but not eligible to carry your laptop,5.0 out of 5 stars
Zx,4.0 out of 5 stars
"This backpack is not as useful as it seems to be. Purchase better product from open market instead of going to online. Not have real value as per the quality is concerned. For future, I would prefer to go local market to see the rate and quality with my own eyes.",3.0 out of 5 stars
good,5.0 out of 5 stars
"Good for light weight use, value for money.",4.0 out of 5 stars
"traveling easy & safe ,more store in side this bag & best price also",4.0 out of 5 stars
"Useful ,As Expected,Impressed",4.0 out of 5 stars
Waste of money,1.0 out of 5 stars
Quality of bag was too bad,1.0 out of 5 stars
Ok,5.0 out of 5 stars
It is duplicate of american tourister. Very very bad quality. Cheap product,1.0 out of 5 stars
Excellent,5.0 out of 5 stars
The fabric is not that expected but overall the bag is fine and amazing. I have bought this bag for only Rs.685,4.0 out of 5 stars
"It is really water resistant.
I'm a student of IIT Kharagpur.
Generally, it will be raining here a lot , the weather seems pretty good , but after a few minutes it's going to rain.
Water resistance of this product is really appreciated and even the space you get from it.

This is not a laptop bag.... Notice this.",5.0 out of 5 stars
It's looks good and it's do the job and very comfortable. It's best for day today office job.,4.0 out of 5 stars
"Light weight, good product",4.0 out of 5 stars
Not so good..,3.0 out of 5 stars
Nice,4.0 out of 5 stars
Nice products,4.0 out of 5 stars
Good product,4.0 out of 5 stars
Very great profuct,5.0 out of 5 stars
"Bag is good and spacious. It has 3 large compartments with bottle holder on either side and a bunch of pockets inside front compartment for stuffs like earphones.
The only downside is that the fabric feels a bit cheap and there is no laptop compartment.",4.0 out of 5 stars
Go for it.....,4.0 out of 5 stars
"awasome,thank u amazon",5.0 out of 5 stars
Nice,4.0 out of 5 stars
Awesome product 100% American Tourister brand this bag is too good for students who are going to school or college and also it contains 1 year worldwide warranty .,5.0 out of 5 stars
Nice bag,5.0 out of 5 stars
"There is no laptop pouch, but overall ok product",2.0 out of 5 stars
 Doesn't look like of original brand.,1.0 out of 5 stars
Good quality,4.0 out of 5 stars
Good,5.0 out of 5 stars
Good,5.0 out of 5 stars
Vry gud quality ..luv the product..,4.0 out of 5 stars
Nyc,4.0 out of 5 stars
I am using this bag since Six months and still i love it..quality is really good..!!,5.0 out of 5 stars
Good,5.0 out of 5 stars
Poor Quality Material. Not expected from American Tourister,1.0 out of 5 stars
V good product,5.0 out of 5 stars
Expensive,2.0 out of 5 stars
"I like this because it very good water resistant and light weight
I love the design also",5.0 out of 5 stars
Good,4.0 out of 5 stars
Cheap material used to make this. Just name of America Tourister not quality of the same.,2.0 out of 5 stars
"Good product ,but price is expensive for this item",4.0 out of 5 stars
"Very good product and it has a great design but the problem is that it is little big , and become dirty fast . It is best for traveling and for school.",4.0 out of 5 stars
Good for daily use... But those need to carry laptop daily it doesn't have compartment for it,4.0 out of 5 stars
Very flimsy weak fabric. Can't carry other things even though space is available,1.0 out of 5 stars
Recommended.,4.0 out of 5 stars
I like the bag but I felt not good as the price range,3.0 out of 5 stars
Invoice copy is not clear print out,4.0 out of 5 stars
4rd,4.0 out of 5 stars
Very small,1.0 out of 5 stars
Very low quility bag this bag price about two hundred rupees,1.0 out of 5 stars
"Its not worth the price paid, material is not good",2.0 out of 5 stars
Good,5.0 out of 5 stars
Good,5.0 out of 5 stars
Its decent considering the price. Lightweight and also easy to handle . Quality is also Decent but not the best. got it for nearly ₹800,4.0 out of 5 stars
"The product is super good. Great quality and finish, and also good material. Very comfortable to wear and use.",4.0 out of 5 stars
"American Tourister is encashing their brand image to sell poor quality products online. A tear has developed in the bag. I can clearly see that it is because of the poor material that was used for the ""bottom base"" of the bag. I
have used the bag moderately for 3-4 months with approx 2 kgs of weight in it (no sharp edges, mostly water bottle and 1-2 notebooks). I doubt that, if the same bag was used by children to carry their school books, it wouldn't be difficult to assume that it could last even a month. Also American Tourister's customer support is not responsive, they don't even bother to reply to e-mails.

Update: American Tourister did respond in the second attempt and agreed to replace the item. However it's actually a greater headache to go to the service center and have the bag replaced than to buy a new bags keeping the COVID in mind.",1.0 out of 5 stars
There is a difference between the pic shown and original product. Material quality is bad. The bag may not last longer than 6 months if regularly used,2.0 out of 5 stars
For office use,5.0 out of 5 stars
Really nice product...,4.0 out of 5 stars
"Also a good product light weight, and good material quality but i am not test water resistance 😄😄😁",4.0 out of 5 stars
"Raincover mentioned with the product is missing, provide that",3.0 out of 5 stars
"I bought 2 bags from AMERICAN TOURISTER and the performance of these bags are outstanding...
I like this bag but the design could be more vibrant in the sideways...",5.0 out of 5 stars
"Nice product...
I love it",4.0 out of 5 stars
Satisfactory,5.0 out of 5 stars
I like the bag because it looks very cool and it's very durable,5.0 out of 5 stars
Awesome,4.0 out of 5 stars
Product is good delivered the product as mentioned good job Amazon,4.0 out of 5 stars
Super bag it is......thanks American Tourister.......nice colour.....nice chain....nice bag ...just 👏,5.0 out of 5 stars
Good,4.0 out of 5 stars
This bag is brok,4.0 out of 5 stars
I don't find a very good quality,3.0 out of 5 stars
Good one,5.0 out of 5 stars
 Very wrist product 🤮🤮,1.0 out of 5 stars
When thier is more weight in the bag then the back of the bag gets folded and creates irritation on the back of the person wearing it.,4.0 out of 5 stars
Nyc product,4.0 out of 5 stars
Good,5.0 out of 5 stars
Low Quality,2.0 out of 5 stars
Good product,5.0 out of 5 stars
Very Good,5.0 out of 5 stars
"Initially the bag was very good. But with the passage of time and continuous usage, the bottom of the bag started deteriorating. And after 1 year and 2 months it has started tearing off. On the other hand my son is using school bag of Skybags bought from Big Bazaar and it's still in good condition despite of rough usage which usually kids do.

After comparing both the bags I arrived on the conclusion that either the bags which are being sold on Amazon are duplicate products or are of low quality which are specially manufactured for selling on eCommerce websites.

This is not the only case. I have arrived on this conclusion after 3-4 years of experience, as within this period I have purchased handbags of Lavie, Caprese etc. All the bags started deteriorating after passage of one year.",1.0 out of 5 stars
Good,4.0 out of 5 stars
Started tearing away within 3 months of use as a school bag for an 8th grader. Expected more from the AT brand,3.0 out of 5 stars
"It's good.
But don't expect exceptional",3.0 out of 5 stars
Excellent product,4.0 out of 5 stars
Nice,4.0 out of 5 stars
Nice product for price it is original american tourister product,5.0 out of 5 stars
"All in one go everywhere with it.. Travel, College, Office..... Looks cool on everyone 👍",4.0 out of 5 stars
Nice product but seems cheaper from inside,4.0 out of 5 stars
Good,5.0 out of 5 stars
Looks good,4.0 out of 5 stars
photo was not clear because it was put upward,4.0 out of 5 stars
Looks not good. Size is ok. Light weight.,3.0 out of 5 stars
Superb product. value for money. Super sturdy and very very light weight. Infact the actual product looks much better in real than on screen. i highly recommend this product.,5.0 out of 5 stars
Fine product,3.0 out of 5 stars
Overall this bag is good but it do not slip water and is non water resistance,4.0 out of 5 stars
Jipper are good enough but problem in layer of bag too delicate,2.0 out of 5 stars
Good,4.0 out of 5 stars
This bag is nice but his rubber paint on front are not good bcoz on washing. his paint are affected to water,4.0 out of 5 stars
Good,3.0 out of 5 stars
Wonderful bag,5.0 out of 5 stars
Good,4.0 out of 5 stars
Worst product,1.0 out of 5 stars
Poor water resistance,4.0 out of 5 stars
Quality is not satisfactory. But at Rs. 899 on this price. This is good.,4.0 out of 5 stars
Ok,5.0 out of 5 stars
"Think some one had burnt bag it looks an cigrate burn
Care less dilevery",1.0 out of 5 stars
Good product,5.0 out of 5 stars
"Don't buy this duplicate chinese brand😡😡
Don't go with the brand label",2.0 out of 5 stars
O very nice bag,4.0 out of 5 stars
